Marital_Status,Application_Mode,Application_Order,Course,Daytime_Evening_Attendance,Previous_Qualification,Previous_Qualification_Grade,Nacionality,Mothers_Qualification,Fathers_Qualification,Mothers_Occupation,Fathers_Occupation,Admission_Grade,Displaced,Educational_Special_Needs,Debtor,Tuition_Fees_Up_to_Date,Gender,Scholarship_Holder,Age_at_Enrollment,International,Curricular_Units_1st_Sem_Credited,Curricular_Units_1st_Sem_Enrolled,Curricular_Units_1st_Sem_Evaluations,Curricular_Units_1st_Sem_Approved,Curricular_Units_1st_Sem_Grade,Curricular_Units_1st_Sem_Without_Evaluations,Curricular_Units_2nd_Sem_Credited,Curricular_Units_2nd_Sem_Enrolled,Curricular_Units_2nd_Sem_Evaluations,Curricular_Units_2nd_Sem_Approved,Curricular_Units_2nd_Sem_Grade,Curricular_Units_2nd_Sem_Without_Evaluations,Unemployment_Rate,Inflation_Rate,GDP,Target
6,15,4,9130,1,3,143.0,13,27,34,4,11,130.9,0,0,0,1,0,0,27,0,4,1,23,14,15.4,6,0,19,23,14,1.3,2,13.9,-0.2,-3.28,Graduate
2,1,6,9238,0,5,125.0,1,13,3,9,15,117.1,1,0,0,0,1,1,30,0,13,18,4,3,2.4,9,11,18,4,6,5.7,0,7.2,1.3,2.13,Enrolled
1,10,5,33,1,10,158.7,7,5,32,14,17,111.4,0,0,0,0,0,0,32,0,3,4,5,13,2.4,5,13,10,18,3,5.9,6,14.6,2.0,-1.89,Graduate
1,2,5,171,1,14,103.5,16,24,4,13,2,137.9,0,0,0,0,1,0,44,0,4,10,27,13,3.3,1,7,11,1,2,14.0,6,12.9,2.4,-1.2,Enrolled
3,7,6,8014,0,9,129.6,16,10,1,5,3,128.0,1,0,0,1,1,0,43,0,9,10,22,12,10.7,1,12,14,26,14,15.0,6,11.7,1.9,-1.91,Graduate
2,17,5,8014,1,1,110.0,21,32,9,13,14,124.2,1,0,0,1,1,0,26,0,4,12,4,6,3.7,1,13,0,29,10,2.7,7,10.5,3.4,3.38,Dropout
1,15,4,9130,1,4,134.9,16,9,7,13,13,131.9,1,0,0,1,1,0,36,0,10,19,24,7,11.0,9,9,17,3,11,14.3,5,12.5,-0.7,1.34,Dropout
1,15,9,9070,1,2,136.7,16,12,27,11,0,129.1,0,0,0,1,0,0,43,0,0,9,7,12,13.1,1,2,17,17,14,4.8,9,9.3,3.3,3.5,Dropout
6,5,4,9130,1,2,143.5,14,11,3,3,19,128.1,1,0,0,1,1,0,38,0,10,9,6,11,15.5,7,3,6,15,8,9.0,6,12.2,2.5,-3.33,Graduate
1,1,8,9085,1,9,111.6,11,8,22,11,16,109.8,1,0,0,0,1,0,48,0,10,1,23,0,15.6,7,5,14,7,5,1.5,6,12.9,3.4,3.27,Graduate
1,5,7,171,1,3,136.5,19,10,16,16,16,113.7,1,0,0,1,0,1,48,0,11,17,28,9,3.9,9,14,0,22,5,7.2,8,13.1,0.3,-2.35,Dropout
1,2,9,9003,1,3,116.9,11,14,8,18,17,136.7,1,0,0,1,0,0,54,0,9,8,2,14,5.6,3,4,0,10,2,1.0,6,10.8,0.1,-3.92,Dropout
1,16,3,9147,0,6,131.4,2,30,5,15,0,134.3,1,0,0,1,1,0,21,0,11,12,19,10,3.3,2,3,17,15,7,0.1,3,7.6,3.7,-2.42,Enrolled
1,2,3,9003,1,6,123.4,7,1,30,17,1,132.0,0,1,0,1,0,0,25,0,11,6,17,0,12.2,7,5,17,10,5,16.8,2,10.8,1.2,-2.67,Graduate
1,16,9,9070,1,1,111.0,9,12,28,5,15,119.4,1,0,0,1,1,1,23,1,14,3,28,8,12.4,8,6,8,13,10,14.4,1,15.1,0.4,1.6,Enrolled
1,5,4,9070,1,1,140.8,9,5,27,8,13,136.9,1,0,0,1,1,0,34,0,7,15,0,8,0.1,2,8,16,3,5,3.8,3,11.8,2.8,1.02,Enrolled
3,7,2,9238,1,6,126.1,14,14,22,18,19,122.2,0,0,0,1,0,0,17,0,14,1,18,10,3.0,5,14,10,13,13,5.1,5,7.4,1.6,-1.37,Graduate
1,2,7,9130,1,9,142.9,10,17,30,11,19,143.9,0,0,0,1,1,0,22,0,1,0,23,9,6.0,3,10,14,11,4,2.3,1,10.4,2.0,-2.66,Enrolled
3,5,6,9085,0,12,143.9,16,22,7,10,17,117.3,0,0,0,1,1,1,30,0,12,16,28,0,3.7,2,14,11,13,0,2.7,4,12.5,-0.6,-1.34,Graduate
4,1,4,9238,1,4,149.7,18,31,30,15,8,120.2,1,0,0,0,0,0,40,0,13,4,26,4,9.9,9,11,4,12,8,10.5,2,9.5,2.2,3.25,Dropout
1,5,9,9119,1,14,122.4,1,26,13,1,13,125.0,1,0,0,1,1,1,33,0,8,18,7,10,0.7,8,8,5,8,3,10.4,8,8.7,2.3,-1.78,Enrolled
2,5,2,9085,1,6,116.1,2,13,22,17,12,138.0,1,0,0,1,0,0,33,0,11,3,0,13,14.9,8,1,19,5,10,10.1,6,12.2,-0.2,1.14,Dropout
1,10,4,9070,1,3,148.0,20,3,11,5,13,126.5,1,0,0,0,1,0,37,0,3,6,14,3,8.4,9,8,11,7,11,0.7,1,12.5,2.6,-1.52,Graduate
4,2,2,9070,0,4,131.5,4,11,5,4,18,127.5,0,0,0,1,1,0,51,0,12,0,23,13,10.7,8,13,2,27,12,12.3,1,11.1,-0.5,2.04,Graduate
1,17,9,8014,1,12,150.2,2,5,22,8,16,121.9,1,0,0,1,0,0,50,0,7,5,14,9,10.4,4,11,8,19,1,0.5,8,7.8,-0.4,0.3,Dropout
2,7,4,9119,0,1,112.3,4,4,15,12,7,130.5,0,0,0,1,0,0,29,0,9,1,2,12,8.1,6,3,8,5,11,17.8,9,13.6,2.0,0.98,Dropout
2,7,0,9238,1,5,140.3,6,32,31,6,3,126.1,1,0,0,1,1,0,30,0,2,18,14,10,10.2,9,1,7,9,8,15.0,0,13.8,3.5,-3.77,Enrolled
1,10,5,9070,1,9,130.6,4,10,29,0,8,116.8,1,0,0,1,1,1,20,0,4,14,6,10,1.4,4,7,10,5,11,16.6,7,10.5,1.2,1.51,Graduate
1,16,9,9119,1,3,129.4,18,10,17,9,10,128.7,1,0,0,1,1,0,40,1,10,15,0,13,6.9,1,14,0,4,7,14.3,5,7.1,-0.1,-2.02,Dropout
2,15,3,171,1,2,125.2,5,18,6,17,6,129.0,1,0,0,1,1,1,22,0,0,0,3,3,12.8,1,3,10,3,11,5.7,3,12.7,2.6,0.81,Graduate
2,16,3,9147,1,2,113.3,11,23,17,11,14,157.5,0,0,0,0,0,1,36,0,5,2,2,10,6.6,5,12,1,10,8,3.5,5,15.8,1.9,-0.89,Dropout
1,7,7,9130,1,1,140.0,13,18,34,2,17,119.1,0,0,0,0,0,1,48,0,7,7,1,1,4.6,7,1,2,15,10,8.9,6,11.4,3.6,-1.63,Graduate
2,5,1,9070,1,5,124.1,3,3,23,4,19,116.1,1,0,0,1,0,0,39,0,3,18,9,4,10.2,7,13,1,10,4,14.3,5,13.2,-0.2,-1.41,Dropout
1,10,3,171,0,3,133.2,19,1,30,13,4,130.6,0,0,0,0,1,0,30,0,0,19,9,10,8.6,7,2,9,20,10,9.5,5,11.7,2.7,-3.18,Enrolled
2,1,1,9085,1,9,159.0,20,17,13,14,15,114.1,0,0,0,1,1,0,38,0,10,9,4,11,9.6,0,8,15,7,5,5.4,1,9.1,0.4,-3.05,Graduate
1,2,0,9130,1,1,121.9,11,6,30,11,11,113.1,0,0,1,1,1,1,33,0,10,14,19,1,17.3,1,10,9,20,0,4.7,8,10.1,3.3,-3.17,Graduate
4,2,9,9119,1,12,125.5,11,11,20,3,16,108.3,1,0,0,1,1,0,18,0,10,3,11,2,2.7,9,5,7,1,13,8.7,4,15.6,2.7,1.04,Enrolled
1,17,2,9130,0,2,127.6,21,14,6,15,14,116.9,0,0,0,1,1,0,23,0,11,19,16,7,11.1,4,9,5,11,0,7.2,7,12.4,1.3,-1.94,Enrolled
1,2,7,9003,1,10,124.1,2,28,31,10,18,117.3,1,0,0,1,0,0,51,0,9,8,8,8,0.6,9,12,7,29,0,11.3,8,8.7,-0.6,3.21,Graduate
1,5,5,8014,1,14,124.6,15,11,19,3,6,110.3,1,0,0,1,1,0,52,0,9,19,12,8,11.6,5,9,3,11,4,0.2,4,7.4,2.3,2.15,Dropout
1,1,6,9119,1,4,140.5,8,4,6,5,11,123.7,0,0,0,0,1,0,30,0,14,12,6,14,3.6,8,4,13,29,10,11.4,8,7.5,1.3,-1.45,Enrolled
1,10,1,171,1,6,149.9,2,6,34,15,16,96.2,0,0,0,1,1,0,36,0,13,4,29,6,14.5,0,14,3,2,5,8.6,6,11.5,2.8,-0.15,Enrolled
1,10,5,9070,1,12,131.9,8,19,28,1,6,133.4,1,0,0,1,1,0,44,0,7,13,21,3,4.9,1,11,1,13,2,14.4,6,7.9,2.5,1.88,Enrolled
3,2,7,9119,1,9,141.1,20,31,13,12,10,119.8,1,0,1,1,0,1,29,0,5,7,10,8,7.2,5,6,5,18,2,5.2,3,14.5,2.6,-2.95,Graduate
1,1,7,33,0,10,127.4,15,2,10,7,0,121.7,0,0,0,1,1,1,23,0,11,11,12,0,9.3,9,1,11,0,8,14.1,2,10.1,-0.0,-2.68,Dropout
1,1,3,9003,1,9,127.0,16,25,7,11,16,134.6,0,0,0,1,1,1,19,0,9,17,22,14,11.0,9,10,19,4,9,17.2,6,10.5,1.2,-1.19,Graduate
1,1,5,171,1,2,124.0,13,11,18,5,6,131.8,0,0,0,1,1,0,21,0,7,0,9,1,5.4,8,8,12,28,13,8.2,2,10.1,1.3,-0.11,Dropout
1,7,4,9085,1,12,118.5,17,21,22,2,1,118.8,0,1,0,1,0,0,49,0,1,13,27,9,2.8,5,9,14,19,5,6.6,7,11.8,2.7,-3.1,Dropout
1,7,8,33,1,1,148.5,14,3,14,14,10,132.9,1,0,0,1,0,0,25,0,5,1,16,13,11.4,9,14,12,29,11,15.4,7,16.0,1.0,-0.53,Graduate
1,2,7,9119,1,2,122.5,14,2,8,7,15,147.1,0,0,0,1,1,0,43,0,11,3,14,4,8.0,1,8,16,14,14,4.2,9,15.1,3.1,-2.57,Dropout
1,1,1,8014,1,3,139.2,1,11,12,1,14,113.8,1,0,0,1,1,1,31,0,1,13,29,4,1.0,2,9,17,16,7,13.2,0,9.1,0.4,2.59,Enrolled
1,15,6,33,1,3,117.4,1,24,33,15,7,136.8,0,0,0,1,1,0,50,0,5,15,21,4,9.7,3,9,11,25,11,10.3,8,15.1,3.6,3.02,Dropout
1,1,6,9130,1,14,130.7,3,24,24,12,14,112.5,0,0,0,1,1,1,34,0,5,15,16,7,8.4,7,7,0,28,0,7.8,0,12.2,-0.4,1.51,Dropout
2,10,0,9119,1,4,130.0,15,21,14,0,6,142.3,0,0,0,1,1,0,20,1,9,15,7,9,9.2,8,1,9,19,0,3.5,3,13.6,1.4,-3.02,Graduate
1,10,0,171,1,5,117.6,5,25,5,10,4,117.7,0,0,0,1,0,0,50,0,12,3,19,1,1.9,2,5,1,3,8,0.2,0,11.7,1.8,1.15,Graduate
1,2,3,9119,1,6,124.8,5,4,19,0,7,117.2,1,0,0,1,0,0,37,0,6,15,5,9,8.5,5,3,10,11,9,9.7,8,12.9,1.2,0.02,Graduate
6,15,4,8014,1,1,114.0,4,23,3,7,1,141.9,0,0,0,1,0,0,34,0,13,2,17,8,13.4,9,2,14,2,12,1.0,2,10.5,1.7,2.37,Graduate
1,1,3,9147,1,10,130.3,14,24,1,1,5,136.4,1,0,0,1,1,1,52,0,0,0,25,4,2.4,3,11,16,27,12,1.9,8,9.5,2.7,-1.17,Graduate
2,16,6,9130,1,6,103.6,20,21,33,12,3,118.2,1,0,0,1,0,0,51,0,0,6,14,13,11.2,6,2,1,22,8,10.9,2,11.5,-0.0,3.36,Graduate
1,15,2,9070,1,14,129.1,7,2,17,1,6,128.7,1,0,0,1,1,0,23,0,0,11,1,6,3.2,6,13,10,22,0,4.3,5,11.3,3.5,2.0,Dropout
3,17,6,9119,1,12,139.8,15,23,9,3,5,117.8,1,0,0,1,1,0,50,0,4,15,27,8,5.6,9,8,3,16,9,12.4,9,10.6,1.0,-2.53,Dropout
3,2,7,8014,1,5,129.8,11,15,31,1,4,106.3,1,0,0,0,1,0,53,0,0,3,12,4,6.5,1,3,2,22,1,2.7,5,14.1,2.0,1.01,Graduate
1,10,5,33,1,9,119.5,14,26,3,12,4,129.5,0,0,0,1,1,0,18,0,2,0,17,3,13.7,8,7,13,16,3,1.3,8,13.5,1.2,-0.13,Enrolled
6,16,5,33,1,4,120.3,6,26,13,3,17,122.4,0,0,0,1,1,0,32,0,0,15,12,14,4.1,6,0,19,25,9,9.4,7,9.6,1.9,1.51,Enrolled
1,10,7,171,1,6,148.1,10,28,14,14,10,114.7,0,0,0,1,1,0,44,0,6,8,5,8,4.7,5,9,16,26,8,4.3,7,8.8,2.5,-1.22,Graduate
1,7,7,9130,1,6,132.4,7,26,6,11,7,144.0,1,0,0,1,1,0,46,0,7,18,2,7,15.7,8,11,5,8,4,7.7,4,7.0,1.5,-3.96,Dropout
3,2,6,33,0,4,142.7,10,2,29,11,19,115.1,0,0,0,1,1,1,47,0,3,3,24,12,13.4,1,14,12,5,6,2.0,0,15.8,-0.3,-1.13,Dropout
3,2,5,9070,1,6,144.1,14,32,9,4,10,128.9,1,0,0,1,0,0,24,0,8,3,28,2,9.1,6,3,17,22,2,5.3,4,10.2,0.7,0.92,Dropout
1,1,5,9147,1,10,123.3,5,30,23,9,18,141.0,0,0,0,1,1,0,54,0,7,16,29,3,5.7,3,7,15,11,1,1.1,7,12.5,2.8,-3.04,Graduate
1,1,9,9147,0,5,115.0,1,20,15,1,18,123.7,1,0,0,1,1,0,51,1,6,19,2,14,14.3,8,7,4,9,10,14.6,3,13.7,1.8,3.04,Graduate
1,7,5,171,1,2,139.7,19,13,7,7,1,117.5,0,0,0,0,1,0,23,0,10,1,27,8,10.1,4,9,0,18,14,0.1,2,8.9,2.6,-1.51,Enrolled
1,16,7,9119,1,12,117.1,8,27,25,4,9,130.9,1,0,0,1,0,0,34,0,8,15,18,0,5.9,0,4,9,6,6,17.3,1,13.0,3.2,0.41,Dropout
3,17,0,33,1,4,121.1,19,23,23,7,6,132.9,1,0,0,1,0,0,52,0,9,19,18,10,5.7,8,6,4,24,8,4.9,9,8.0,1.2,-3.22,Graduate
1,5,4,8014,1,4,131.6,17,16,11,12,11,138.4,0,0,0,1,0,0,37,0,2,16,6,6,8.2,3,8,6,12,5,1.4,3,7.9,0.8,-3.87,Dropout
1,15,2,9085,1,9,126.2,19,31,8,12,1,151.3,1,0,0,1,0,0,20,0,11,3,16,14,17.1,1,2,9,25,3,15.4,3,9.7,-0.3,-0.1,Dropout
1,5,7,9147,1,14,95.3,16,12,1,14,6,121.1,0,0,0,1,1,0,48,0,1,5,18,9,11.6,6,2,1,25,8,12.0,1,9.9,0.4,-0.48,Dropout
1,5,5,9238,1,14,111.5,4,33,13,14,18,129.5,0,0,0,1,1,0,32,0,9,5,7,14,12.2,3,10,0,10,9,15.4,1,8.6,1.1,3.49,Dropout
1,2,1,171,1,6,145.1,8,32,16,10,0,110.5,1,0,1,1,1,0,34,0,4,12,13,2,7.0,4,7,6,17,5,9.8,8,11.2,-0.2,2.18,Enrolled
2,15,6,9119,1,4,128.8,4,2,13,9,10,135.7,0,0,1,0,0,1,50,0,9,17,2,9,17.6,4,3,1,10,13,4.6,2,12.6,-0.3,1.26,Dropout
6,2,6,9003,1,6,141.0,13,23,14,5,7,129.4,0,0,0,1,1,0,38,0,14,0,7,13,7.3,0,2,9,29,3,1.8,7,15.3,1.2,0.79,Dropout
3,17,4,171,1,3,117.8,7,32,13,4,7,124.7,0,0,0,1,1,0,43,0,8,6,16,6,0.2,5,14,13,4,3,9.8,7,13.3,0.9,3.09,Graduate
1,15,7,8014,1,9,113.3,1,15,12,4,13,119.0,1,0,0,0,0,0,28,0,1,8,3,8,14.4,7,10,3,18,4,11.7,8,11.7,3.0,2.7,Enrolled
4,10,4,9085,1,6,140.8,9,8,28,7,12,122.5,1,0,0,0,1,0,48,0,1,2,1,9,9.2,7,9,1,1,8,8.0,6,11.9,-0.7,-3.31,Dropout
3,2,0,9238,0,3,149.4,4,22,22,0,9,130.1,1,0,0,1,1,1,23,0,4,16,28,10,2.7,7,8,18,24,7,6.0,0,12.2,2.6,-1.68,Graduate
3,2,8,9147,1,1,116.9,14,34,20,1,16,114.4,1,0,0,0,1,1,54,0,8,4,23,12,0.4,1,11,1,1,0,15.3,8,9.6,0.1,-2.44,Dropout
1,2,3,9130,1,14,145.3,9,1,19,16,5,123.0,0,0,0,1,1,0,26,0,8,3,14,11,17.9,8,9,2,17,2,11.5,3,13.7,3.2,1.01,Graduate
1,16,1,9238,1,5,115.4,3,10,11,6,19,127.2,0,0,0,1,1,0,52,0,9,13,7,0,11.7,8,9,15,2,12,2.7,5,12.9,0.5,2.4,Graduate
1,7,3,9147,0,14,105.4,15,16,30,8,13,107.0,1,0,0,1,0,1,26,0,3,9,4,3,8.4,3,13,10,26,14,16.5,7,11.4,1.7,3.12,Dropout
1,2,8,9003,0,2,138.8,5,24,26,3,7,113.3,1,0,0,1,0,0,23,0,11,9,2,14,6.0,9,11,10,5,2,3.1,5,8.9,0.3,3.48,Graduate
1,17,1,9003,1,9,115.7,1,24,15,6,6,118.4,0,0,0,1,1,0,19,0,8,4,9,2,1.3,8,9,19,21,9,16.1,5,14.7,1.1,2.47,Graduate
1,1,3,9147,1,9,111.8,11,14,30,9,4,147.4,0,0,0,1,1,0,28,0,11,10,17,5,11.6,2,7,5,22,2,0.8,5,8.8,0.3,-1.48,Dropout
1,1,1,9130,1,4,112.2,19,26,29,15,5,116.2,1,0,0,1,1,0,48,0,0,11,10,3,6.6,3,12,3,17,2,17.5,7,8.8,0.9,-2.53,Graduate
2,15,4,171,1,6,124.8,5,18,32,9,7,126.3,1,0,1,1,0,0,46,0,8,19,6,4,17.8,1,5,14,16,11,9.0,2,8.3,3.1,-1.99,Graduate
1,10,2,9130,1,1,104.5,17,20,30,6,2,113.5,1,0,0,1,1,0,26,0,10,9,6,12,2.0,6,3,9,1,2,2.2,0,16.0,2.3,1.23,Dropout
1,7,9,33,1,2,138.9,19,24,16,1,8,116.9,0,0,0,0,1,1,37,0,6,11,4,4,4.4,7,14,16,9,11,1.9,9,9.2,0.7,0.84,Dropout
6,16,1,9147,1,6,137.2,17,26,18,1,9,108.3,1,0,0,0,0,0,54,0,8,9,20,2,7.3,5,0,4,11,14,7.5,0,14.7,3.0,2.3,Enrolled
5,15,8,9147,1,2,137.2,5,29,28,7,0,135.7,0,0,0,1,0,1,36,0,10,7,21,14,14.4,4,14,0,8,1,7.6,5,7.3,-0.6,-2.04,Graduate
3,1,4,9130,1,4,148.1,20,22,19,13,6,109.8,1,0,0,1,1,0,31,0,9,19,5,6,14.0,4,13,9,17,14,10.5,4,13.4,2.4,0.21,Enrolled
6,7,9,9070,1,4,144.6,9,11,11,17,19,138.8,1,0,0,1,0,1,37,0,4,19,6,12,4.4,2,13,12,22,2,6.4,6,7.3,2.0,2.8,Graduate
1,7,4,9070,1,14,116.4,6,11,17,0,5,133.1,1,0,0,1,1,0,47,0,5,9,25,5,6.5,4,7,14,15,4,9.2,3,12.6,0.9,-3.53,Graduate
6,10,0,8014,1,12,140.1,21,3,21,16,12,126.0,0,0,0,1,0,0,35,0,0,15,25,8,1.1,9,14,0,12,9,10.9,5,9.4,1.1,-1.33,Dropout
1,17,5,9070,0,14,146.7,13,21,34,16,6,139.2,1,0,0,1,1,0,24,0,1,14,26,14,6.8,9,3,10,0,6,15.5,5,7.6,0.9,-3.45,Dropout
1,7,6,9003,0,9,142.2,21,11,33,4,7,167.3,1,0,0,1,1,0,38,0,14,11,20,4,3.0,0,1,11,24,3,17.3,1,9.5,2.1,1.62,Dropout
1,2,0,33,1,9,143.3,11,8,29,15,4,133.2,1,0,1,0,1,1,28,0,0,7,20,2,16.6,2,5,16,5,12,15.9,0,8.1,0.3,-3.64,Dropout
1,7,8,9147,1,1,127.7,1,31,4,6,11,112.4,1,0,0,0,0,0,33,0,0,16,10,4,14.5,9,13,2,29,9,1.5,0,9.0,3.7,3.1,Graduate
1,10,7,9238,1,5,120.3,17,10,32,14,5,146.4,0,0,0,1,0,1,28,0,6,3,18,11,3.0,2,9,12,13,0,5.4,7,13.2,-0.8,2.26,Graduate
2,15,7,9003,1,3,126.5,6,6,11,18,14,129.4,1,0,0,1,0,0,47,0,13,0,3,12,8.8,0,0,18,24,6,2.3,5,14.5,1.3,-3.63,Graduate
3,10,6,8014,1,3,119.5,3,17,26,1,3,154.4,1,0,0,1,0,0,24,0,12,4,17,10,17.2,5,6,15,8,0,10.6,7,10.9,0.2,2.14,Graduate
2,16,4,9085,1,6,145.1,16,7,18,15,16,120.4,0,0,0,1,0,0,34,0,2,19,1,11,7.4,9,8,11,5,9,12.9,2,10.8,0.8,-3.23,Graduate
1,10,2,33,1,4,132.8,13,32,32,8,13,143.7,1,0,0,1,0,0,43,0,14,6,25,9,8.1,6,5,8,21,6,12.8,7,11.2,3.1,1.25,Graduate
3,1,8,9070,1,10,142.4,12,13,27,19,6,127.0,1,0,0,1,1,0,22,0,14,7,0,8,6.1,8,4,19,2,1,8.2,4,11.2,0.8,1.2,Graduate
2,2,6,9119,1,4,108.3,11,6,16,17,12,161.5,1,0,0,1,1,0,44,0,14,0,0,4,8.9,5,11,17,7,10,10.9,7,9.1,0.2,3.24,Graduate
1,17,9,171,1,10,123.3,2,3,10,9,9,123.3,0,0,0,1,0,0,45,0,13,4,29,6,10.7,4,2,19,0,2,5.0,0,15.9,0.9,-0.6,Graduate
2,1,9,9238,1,4,114.6,19,27,34,19,17,166.0,0,0,0,0,0,0,34,0,0,6,10,14,1.6,2,9,5,26,6,12.1,0,13.0,0.6,1.63,Graduate
1,15,7,9147,0,3,105.6,8,26,33,3,1,132.7,1,0,0,1,0,0,39,0,0,2,27,10,1.7,4,6,4,5,1,2.8,0,14.0,1.5,0.23,Dropout
1,5,5,9085,1,5,134.5,13,4,10,1,11,138.0,0,0,0,1,0,0,52,0,6,7,6,0,13.8,7,10,5,23,4,1.8,5,11.0,3.2,3.36,Dropout
5,15,4,171,1,5,114.0,14,21,26,13,12,149.1,0,0,0,1,0,0,26,0,10,2,24,13,17.7,5,1,14,13,11,6.7,8,13.8,2.3,-0.26,Dropout
1,2,7,9130,0,14,124.4,15,28,25,0,6,116.8,1,0,0,1,0,1,43,0,11,18,25,14,8.8,6,0,11,24,1,14.1,6,13.2,3.0,3.06,Graduate
1,7,2,9130,1,14,115.4,17,18,2,7,17,139.6,0,0,0,1,1,0,34,0,14,15,15,6,15.5,1,10,1,12,0,4.7,5,14.4,0.6,-0.98,Enrolled
4,10,6,33,1,1,123.9,15,32,26,10,10,123.2,0,0,0,1,1,0,29,0,4,2,3,3,15.6,2,14,2,3,10,3.6,9,7.4,-0.7,-2.63,Graduate
2,5,1,33,1,10,138.8,21,33,20,0,9,129.0,0,0,0,0,1,0,39,0,12,1,12,10,6.7,9,1,18,10,10,16.3,4,7.4,0.8,-1.2,Graduate
1,2,2,33,1,10,115.6,10,26,3,4,5,128.1,1,0,0,1,0,0,39,0,0,15,26,4,5.9,7,3,5,3,6,10.2,3,12.1,2.4,-0.68,Dropout
1,1,1,9003,1,10,123.2,1,17,32,12,13,134.4,0,0,0,0,1,0,45,0,7,16,24,7,13.1,1,11,17,10,7,3.5,3,10.4,0.4,0.91,Dropout
1,10,4,9003,1,14,137.9,12,29,1,16,19,133.9,1,0,0,1,1,0,26,0,14,14,13,7,16.4,5,3,6,2,0,3.4,4,14.2,0.4,0.61,Dropout
2,15,6,9130,1,4,140.2,9,20,24,9,4,119.5,1,0,0,1,1,0,46,0,5,13,19,4,15.4,3,1,8,16,12,2.1,5,8.5,-0.4,-2.65,Dropout
1,1,9,33,1,12,124.1,5,30,33,6,19,128.6,0,0,0,1,1,0,38,0,4,0,15,1,5.7,7,13,2,25,5,2.2,2,9.3,0.1,-3.1,Graduate
1,2,9,9238,0,14,134.4,15,5,17,12,5,96.7,0,0,0,1,1,0,47,0,5,6,8,13,6.4,0,3,8,16,9,14.5,0,10.8,2.5,-0.13,Graduate
6,2,0,8014,1,3,142.3,3,6,33,3,8,139.9,0,0,0,1,0,0,39,0,7,11,29,5,13.3,2,4,11,17,6,14.5,0,15.0,1.5,-3.61,Dropout
1,15,9,33,1,9,114.1,19,10,11,12,4,149.0,1,0,0,1,1,1,20,0,11,17,8,5,5.7,3,7,5,16,12,17.2,5,8.2,-0.5,0.61,Enrolled
1,5,8,9147,1,6,119.3,7,6,23,0,4,129.5,1,0,0,1,0,0,18,0,8,19,6,0,15.3,6,4,2,0,4,5.4,6,14.0,3.7,0.59,Graduate
1,15,0,9238,1,12,124.4,7,10,32,10,18,106.1,1,0,0,1,0,1,30,1,10,7,26,4,9.2,4,0,3,21,1,10.3,5,15.9,1.8,-2.55,Graduate
2,7,0,9147,1,4,136.7,7,21,19,8,12,136.7,0,0,0,1,1,0,42,0,10,12,6,13,5.3,1,10,12,4,4,9.7,2,13.8,-0.1,3.09,Graduate
1,1,9,9119,0,4,132.8,2,4,12,12,4,117.1,0,0,0,1,1,1,38,0,8,5,24,3,5.2,8,13,9,4,7,1.8,7,12.0,-0.6,0.29,Graduate
1,5,7,9130,1,6,131.0,2,13,28,10,13,129.4,1,0,0,1,1,0,34,0,10,19,10,11,14.1,0,9,5,28,0,9.4,0,12.0,1.7,3.51,Dropout
3,10,5,33,1,10,114.6,12,10,2,7,1,135.9,1,0,0,1,1,0,24,0,2,9,22,14,2.2,9,6,6,27,14,3.8,2,8.5,0.3,-3.73,Graduate
1,16,5,9070,1,3,143.1,5,16,10,6,4,134.1,1,0,0,1,1,0,52,0,0,12,6,13,16.8,1,7,7,10,5,4.4,8,11.0,0.3,1.67,Dropout
1,7,8,171,1,10,122.5,4,19,19,19,11,141.1,1,0,1,1,1,0,27,0,9,18,18,11,7.4,0,13,5,10,5,14.8,4,11.8,1.4,-2.12,Enrolled
1,5,3,33,1,10,126.0,7,6,28,14,19,128.9,1,0,0,1,1,1,32,0,5,1,6,11,15.2,1,11,15,0,14,5.4,8,11.5,1.3,-0.13,Graduate
1,16,7,8014,1,9,132.9,16,26,8,14,6,129.3,0,0,0,0,1,0,31,0,14,12,15,0,14.3,0,3,0,2,9,14.0,0,8.0,0.8,-3.27,Graduate
1,16,3,9119,1,9,159.6,3,9,23,11,2,136.6,1,0,0,1,0,0,35,0,6,12,20,7,14.0,7,0,15,22,6,1.1,0,8.4,2.8,-2.92,Enrolled
1,1,1,33,1,5,120.4,21,10,30,16,8,126.1,1,0,1,0,0,0,24,0,5,19,15,7,12.1,9,9,2,12,2,9.7,4,9.3,1.0,-1.65,Graduate
1,2,7,171,1,2,119.6,2,3,28,5,14,118.1,1,0,0,1,0,0,33,0,4,19,14,1,9.0,6,9,2,21,1,11.6,8,11.7,1.2,1.84,Graduate
1,10,6,171,1,2,124.4,17,19,13,12,14,132.9,1,0,0,1,1,0,34,0,12,12,1,9,7.0,0,3,2,5,5,14.2,3,8.4,2.0,2.18,Graduate
3,15,3,9003,1,14,147.4,9,6,12,15,7,112.3,1,0,0,1,1,0,18,0,9,12,28,10,10.5,7,9,11,7,10,13.8,2,9.5,2.4,-2.7,Graduate
6,1,8,8014,1,10,132.2,20,29,10,0,15,125.9,1,0,0,1,1,0,53,0,10,11,6,13,9.5,4,3,4,4,3,4.7,2,10.1,0.9,-3.07,Graduate
3,7,8,8014,1,6,135.6,8,19,17,12,1,109.1,0,0,0,1,0,0,40,0,4,16,14,8,6.3,8,4,12,9,9,11.6,7,13.0,1.5,3.11,Dropout
